plant_id,meter_id,meter_reading,created_at,data_availability,guid,date
900005,910006,233549921.0,2025-10-23 06:00:10.000000 UTC,1,plant-guid-00000112,2025-10-23 06:00:10.000000 UTC
900005,910007,237970609.0,2025-10-23 06:00:10.000000 UTC,1,plant-guid-00000113,2025-10-23 06:00:10.000000 UTC
900001,910008,508920187.0,2025-10-23 06:00:10.000000 UTC,1,plant-guid-00000114,2025-10-23 06:00:10.000000 UTC
900004,910003,314326819.0,2025-10-23 06:00:10.000000 UTC,1,plant-guid-00000115,2025-10-23 06:00:10.000000 UTC
900004,910005,325349625.0,2025-10-23 06:00:10.000000 UTC,1,plant-guid-00000116,2025-10-23 06:00:10.000000 UTC
900003,910000,208467562.0,2025-10-23 05:00:10.000000 UTC,1,plant-guid-00000117,2025-10-23 05:00:10.000000 UTC
900003,910004,105775867.0,2025-10-23 05:00:10.000000 UTC,1,plant-guid-00000118,2025-10-23 05:00:10.000000 UTC
900003,910001,100295351.0,2025-10-23 05:00:10.000000 UTC,1,plant-guid-00000119,2025-10-23 05:00:10.000000 UTC
900002,910002,590482500.0,2025-10-23 05:00:10.000000 UTC,1,plant-guid-00000120,2025-10-23 05:00:10.000000 UTC
900005,910007,237922359.0,2025-10-23 05:00:10.000000 UTC,1,plant-guid-00000121,2025-10-23 05:00:10.000000 UTC
900005,910006,233501125.0,2025-10-23 05:00:10.000000 UTC,1,plant-guid-00000122,2025-10-23 05:00:10.000000 UTC
900001,910008,508822031.0,2025-10-23 05:00:10.000000 UTC,1,plant-guid-00000123,2025-10-23 05:00:10.000000 UTC
900004,910003,314239141.0,2025-10-23 05:00:10.000000 UTC,1,plant-guid-00000124,2025-10-23 05:00:10.000000 UTC
900004,910005,325255057.0,2025-10-23 05:00:10.000000 UTC,1,plant-guid-00000125,2025-10-23 05:00:10.000000 UTC
900003,910004,105785070.0,2025-10-23 09:00:10.000000 UTC,1,plant-guid-00000126,2025-10-23 09:00:10.000000 UTC
900003,910000,208484921.0,2025-10-23 09:00:10.000000 UTC,1,plant-guid-00000127,2025-10-23 09:00:10.000000 UTC
900003,910001,100302781.0,2025-10-23 09:00:10.000000 UTC,1,plant-guid-00000128,2025-10-23 09:00:10.000000 UTC
900002,910002,590770812.0,2025-10-23 09:00:10.000000 UTC,1,plant-guid-00000129,2025-10-23 09:00:10.000000 UTC
900005,910007,238130187.0,2025-10-23 09:00:10.000000 UTC,1,plant-guid-00000130,2025-10-23 09:00:10.000000 UTC
900005,910006,233712734.0,2025-10-23 09:00:10.000000 UTC,1,plant-guid-00000131,2025-10-23 09:00:10.000000 UTC
